field_1,Unnamed: 0,name,categories,display_phone,image_url,price,rating,review_count,latitude,longitude,is_closed,neighborhood,sublocality,postal_code,NEIGHBORHO
819,819,Cafelaine,coffee,(425) 350-9929,https://s3-media2.fl.yelpcdn.com/bphoto/Rem7KgL6inz26Mk3QGdODw/o.jpg,$$,4.50000,8,47.84993,-122.24071,False,,,98087,
821,821,Starbucks,coffee,(425) 277-0554,https://s3-media2.fl.yelpcdn.com/bphoto/2fNdxWmxui1BsI0Sg8P43Q/o.jpg,$,3.00000,63,47.47403,-122.21623,False,,,98057,
823,823,Starbucks,coffee,(360) 373-0416,https://s3-media2.fl.yelpcdn.com/bphoto/USCxvHCG4M82NVbEJlCO7w/o.jpg,$,3.00000,29,47.56819,-122.66720,False,,,98312,
828,828,Starbucks,coffee,(360) 698-7818,https://s3-media3.fl.yelpcdn.com/bphoto/6DWFw6ytO_OX23-8eyljxA/o.jpg,$$,3.00000,28,47.62657,-122.62850,False,,,98311,
831,831,Starbucks,coffee,(425) 415-6124,https://s3-media4.fl.yelpcdn.com/bphoto/ZfwdeotEd-UaUxd2NnEPLg/o.jpg,$$,3.00000,46,47.75673,-122.23682,False,,,98028,
832,832,Village Eatery & Tea Company,coffee,(425) 483-2005,https://s3-media4.fl.yelpcdn.com/bphoto/nQ66nunaE7Fi00ex-q2rgQ/o.jpg,$$,2.50000,80,47.78192,-122.22286,False,,,98021,
835,835,Starbucks,coffee,(206) 575-1774,https://s3-media2.fl.yelpcdn.com/bphoto/zBpt0H4xZgo6OdblGYCUxA/o.jpg,$,3.00000,37,47.44653,-122.26194,False,,,98188,
841,841,Starbucks,coffee,(206) 842-5463,https://s3-media4.fl.yelpcdn.com/bphoto/5kbq_kaub67qAblWVlfQNQ/o.jpg,$,3.50000,13,47.63543,-122.51744,False,,,98110,
843,843,Starbucks,coffee,(425) 369-9480,https://s3-media4.fl.yelpcdn.com/bphoto/DF8mafq5ULMZI80b9NbZUQ/o.jpg,$$,3.50000,17,47.61265,-122.03499,False,,,98074,
845,845,Express Espresso,coffee,(360) 478-0654,,$$,4.50000,7,47.61950,-122.62947,False,,,98311,
846,846,The Caffeine Drip,coffee,,https://s3-media1.fl.yelpcdn.com/bphoto/yZk0A_LVlblhUobw6q51zw/o.jpg,$,4.50000,7,47.84899,-122.00251,False,,,98272,
853,853,Starbucks,coffee,(360) 805-0503,https://s3-media1.fl.yelpcdn.com/bphoto/CphvQEGaBXtqdZWi93-7Dw/o.jpg,$$,3.50000,15,47.86241,-121.98064,False,,,98272,
855,855,McDonald's,coffee,(360) 876-8789,https://s3-media4.fl.yelpcdn.com/bphoto/bhzM9IoWmUgTrlbZ4FcmYQ/o.jpg,$,3.50000,18,47.50224,-122.64383,False,,,98367,
856,856,Battlegrounds Cafe,coffee,(360) 842-4806,https://s3-media2.fl.yelpcdn.com/bphoto/OBN_F8EcvPwLpeZ3HaP8AA/o.jpg,$,5.00000,4,47.73472,-122.66085,False,,,98370,
857,857,LT Espresso,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/z4HNBMAL8tEekn_B76X63A/o.jpg,$$,5.00000,4,47.81583,-122.29541,False,,,98036,
858,858,Bean Juice Java,coffee,(206) 412-0232,https://s3-media4.fl.yelpcdn.com/bphoto/8w3lOyROCDw2rYsySMz0eQ/o.jpg,,5.00000,4,47.46794,-122.23353,False,,,98057,
859,859,Starbucks,coffee,(425) 885-9590,https://s3-media1.fl.yelpcdn.com/bphoto/xvoFmcToHkzwDV8okajT-Q/o.jpg,$$,3.00000,54,47.67489,-122.12888,False,,,98052,
861,861,Starbucks,coffee,(425) 235-7948,https://s3-media1.fl.yelpcdn.com/bphoto/6DF2XNCaVdk-CKu5v7qm6A/o.jpg,$$,2.50000,55,47.44217,-122.19744,False,,,98055,
866,866,Starbucks,coffee,(425) 741-6537,https://s3-media4.fl.yelpcdn.com/bphoto/yoQ9d7K3Rc410cg1P8SyBg/o.jpg,$,3.00000,23,47.84556,-122.29440,False,,,98037,
869,869,Kung Fu Tea,coffee,(206) 743-8471,https://s3-media2.fl.yelpcdn.com/bphoto/A6jYFB_WDAAcYrMpEZxoAw/o.jpg,,3.50000,20,47.45813,-122.25599,False,,,98188,
873,873,Ebar,coffee,(206) 439-4096,https://s3-media4.fl.yelpcdn.com/bphoto/DmU5wlVcgCG9PVR4xz2C_w/o.jpg,$,4.50000,5,47.45912,-122.26099,False,,,98188,
875,875,Starbucks,coffee,(425) 398-9994,https://s3-media4.fl.yelpcdn.com/bphoto/-tARQ2XWMkV_JqS0VbHspw/o.jpg,$$,3.00000,39,47.85024,-122.21810,False,,,98012,
876,876,Starbucks,coffee,(425) 747-9599,https://s3-media3.fl.yelpcdn.com/bphoto/aiU0wx7P8ALpURTmMlk9BA/o.jpg,$,3.00000,27,47.53824,-122.16648,False,,,98059,
877,877,Paradise Espresso,coffee,(425) 398-9120,https://s3-media3.fl.yelpcdn.com/bphoto/cswbGD_AmELZH09SySR3ng/o.jpg,$$,4.00000,9,47.78156,-122.22043,False,,,98021,
878,878,Starbucks,coffee,(425) 348-7310,https://s3-media4.fl.yelpcdn.com/bphoto/jGTnPZNSUeqrmIv06lxNhQ/o.jpg,$$,3.00000,32,47.89106,-122.25772,False,,,98204,
879,879,Sharinabean's,coffee,(360) 863-9460,https://s3-media2.fl.yelpcdn.com/bphoto/G11XjsS0TG1YVSLM57QKdg/o.jpg,$$,4.50000,6,47.86273,-121.99050,False,,,98272,
881,881,The Beanstalk,coffee,(425) 270-0032,https://s3-media2.fl.yelpcdn.com/bphoto/xbr3oEPmScp0SbDQb0F1SQ/o.jpg,$,4.50000,6,47.55246,-122.04994,False,,,98029,
882,882,7-Eleven,coffee,(425) 823-5488,https://s3-media3.fl.yelpcdn.com/bphoto/1eqYsEj5Bm3prEoKxCqfRg/o.jpg,$,4.50000,6,47.73344,-122.19556,False,,,98011,
884,884,Cafe 101,coffee,(360) 584-8384,https://s3-media2.fl.yelpcdn.com/bphoto/1Za1QpFfbTTShMuaHjjZwQ/o.jpg,$,4.00000,7,47.35343,-122.22866,False,,,98002,
888,888,Starbucks,coffee,(206) 575-6617,https://s3-media1.fl.yelpcdn.com/bphoto/j_l5tUGYTLQ1CYZlW7zguQ/o.jpg,$,3.00000,28,47.45537,-122.25268,False,,,98188,
889,889,Top Pot Doughnuts,coffee,(206) 631-2061,https://s3-media2.fl.yelpcdn.com/bphoto/AqsT1I2DZ76Wd355c7YKUA/o.jpg,$,2.50000,105,47.83405,-122.20923,False,,,98012,
892,892,Starbucks,coffee,(360) 662-0182,https://s3-media2.fl.yelpcdn.com/bphoto/jGH9k0bwMBJV7tBz8zz54w/o.jpg,$$,3.00000,26,47.65105,-122.69303,False,,,98383,
893,893,Buffalo Expresso II,coffee,(425) 338-7808,https://s3-media3.fl.yelpcdn.com/bphoto/ix7CWuXd3TyEV7Vj-7eMyg/o.jpg,$,3.50000,15,47.86012,-122.18571,False,,,98012,
896,896,Majestic Mountain Coffee Roasters,coffee,(360) 297-7817,https://s3-media1.fl.yelpcdn.com/bphoto/jITtgLXoHMHg2iwg4h5bGQ/o.jpg,$,3.00000,33,47.79744,-122.49731,False,,,98346,
899,899,Starbucks,coffee,(206) 379-3734,https://s3-media4.fl.yelpcdn.com/bphoto/dKp8afGPVvrXpdIWTXvq9Q/o.jpg,$$,3.00000,34,47.75242,-122.28025,False,,,98155,
901,901,Starbucks,coffee,(253) 638-1283,https://s3-media3.fl.yelpcdn.com/bphoto/txZaBzTn9RMGtS1qLwOsTw/o.jpg,$,2.50000,46,47.35783,-122.16595,False,,,98030,
905,905,The Rooster Cafe and Bistro,coffee,,https://s3-media4.fl.yelpcdn.com/bphoto/s-XgWgAH0a1Uft0mO3qCfQ/o.jpg,,5.00000,4,47.74691,-122.15012,False,,,98072,
910,910,Gourmet Latte,coffee,(425) 338-3088,https://s3-media2.fl.yelpcdn.com/bphoto/NNw7Bcyall4C2idc80rrBQ/o.jpg,$,5.00000,4,47.48783,-122.19412,False,,,98057,
912,912,7-Eleven,coffee,(425) 743-6165,https://s3-media3.fl.yelpcdn.com/bphoto/jHPWTCpzaH_A6g4vVcObQQ/o.jpg,$,4.00000,8,47.84619,-122.29539,False,,,98037,
913,913,Coffee Mill Espresso,coffee,(425) 743-5534,https://s3-media2.fl.yelpcdn.com/bphoto/w7ci008blJi8k4g54Apjkw/o.jpg,$$,4.00000,8,47.84974,-122.28224,False,,,98037,
914,914,6th & Java,coffee,(360) 551-3444,https://s3-media2.fl.yelpcdn.com/bphoto/qnPCeb22KtLxnNJSkOvkIQ/o.jpg,$,4.00000,8,47.56766,-122.64653,False,,,98312,
915,915,Grinderfest Coffee,coffee,,https://s3-media4.fl.yelpcdn.com/bphoto/kNRf8UU-5o2ze9Udex4wAg/o.jpg,$,4.00000,8,47.50526,-122.63079,False,,,98366,
919,919,Starbucks,coffee,(425) 774-7728,https://s3-media4.fl.yelpcdn.com/bphoto/muuObGEj3WgDiaLodjgWRw/o.jpg,$$,3.50000,11,47.82399,-122.27161,False,,,98036,
923,923,Moo-Licious,coffee,(866) 572-6930,https://s3-media1.fl.yelpcdn.com/bphoto/D1NuvbFvY-2hHHABYe1JVg/o.jpg,$,4.00000,7,47.47056,-122.25294,False,,,98188,
926,926,Herban Gardens Cafe,coffee,(360) 698-1578,,,4.50000,5,47.64532,-122.69490,False,,,98383,
929,929,Starbucks,coffee,(253) 851-8312,https://s3-media2.fl.yelpcdn.com/bphoto/S-aDWtS0CVK0TVeWnesFsg/o.jpg,$$,3.00000,28,47.35968,-122.60689,False,,,98332,
930,930,Starbucks,coffee,(425) 313-1689,https://s3-media2.fl.yelpcdn.com/bphoto/wWd0wunXNhwA_OnPHbKI-w/o.jpg,$$,3.00000,25,47.54370,-122.04884,False,,,98027,
931,931,Barnes & Noble,coffee,(425) 557-8808,https://s3-media3.fl.yelpcdn.com/bphoto/eRgR9N-hktfHC9jLeHYAsg/o.jpg,$$,3.00000,29,47.54798,-122.05366,False,,,98027,
939,939,Top Pot Doughnuts,coffee,(425) 582-2579,https://s3-media1.fl.yelpcdn.com/bphoto/wMn_Hy7m3RkRzQVXG6_rbA/o.jpg,$$,3.00000,25,47.81135,-122.38322,False,,,98020,
941,941,Morning Star Espresso,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/F-mqcIJph4uC5EzGRL3A_w/o.jpg,$,3.00000,15,47.38861,-122.66548,False,,,98329,
942,942,Starbucks,coffee,(206) 241-0375,https://s3-media2.fl.yelpcdn.com/bphoto/OYOP23bMbA5vJPv5zMGRjQ/o.jpg,$$,3.00000,15,47.45821,-122.25697,False,,,98188,
948,948,The Salad Shack,coffee,(360) 627-9449,https://s3-media1.fl.yelpcdn.com/bphoto/mNyFQE7KgNr8n-RDGv56Ig/o.jpg,,4.00000,8,47.58235,-122.62833,False,,,98310,
949,949,Starbucks,coffee,(425) 778-5491,https://s3-media3.fl.yelpcdn.com/bphoto/lOs8OEI33JlaeAemyoPQow/o.jpg,$,4.00000,8,47.82940,-122.27376,False,,,98037,
951,951,Dilettante Mocha Café,coffee,(206) 436-0347,https://s3-media1.fl.yelpcdn.com/bphoto/tmZvFVKftMQPw9VaWby7Vg/o.jpg,$$,4.00000,8,47.44864,-122.30229,False,,,98158,
952,952,McDonald's,coffee,(425) 337-0470,https://s3-media2.fl.yelpcdn.com/bphoto/vcHoGP0E3lsbpM_mmx_5vQ/o.jpg,$,2.50000,34,47.87784,-122.18707,False,,,98012,
956,956,Starbucks,coffee,(425) 486-0668,https://s3-media3.fl.yelpcdn.com/bphoto/aXRJ64C8PVeyjTx3wDtL_Q/o.jpg,$$,2.50000,32,47.79053,-122.21705,False,,,98021,
963,963,M&T Coffee,coffee,(360) 731-7819,https://s3-media3.fl.yelpcdn.com/bphoto/Xz0o-VU6xzgOe77SMTrefw/o.jpg,,5.00000,3,47.61191,-122.62831,False,,,98311,
965,965,Coffee On the Corner,coffee,(360) 598-1991,https://s3-media1.fl.yelpcdn.com/bphoto/GB1YZ_G4zW_JTmIVyXrdeA/o.jpg,$,5.00000,3,47.73517,-122.64690,False,,,98370,
966,966,Gourmet Latte,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/feC4fKjrGZI6Pbny7x3ObQ/o.jpg,$$,5.00000,3,47.81742,-122.31795,False,,,98036,
969,969,Starbucks,coffee,(425) 836-8641,https://s3-media2.fl.yelpcdn.com/bphoto/qdcu9_WAbmmrJOEiniTWdw/o.jpg,$,3.00000,13,47.61485,-122.03371,False,,,98074,
970,970,Starbucks,coffee,(425) 204-5233,https://s3-media3.fl.yelpcdn.com/bphoto/KoRBWkihBJCWttldz-CYyQ/o.jpg,$$,3.50000,9,47.47759,-122.21927,False,,,98057,
971,971,Cafe Lorraine,coffee,(425) 737-1526,https://s3-media3.fl.yelpcdn.com/bphoto/dzB6W1nkoOf16LdyVfjLcg/o.jpg,$,3.50000,9,47.80369,-122.14381,False,,,98072,
974,974,Starbucks,coffee,(425) 338-1327,https://s3-media4.fl.yelpcdn.com/bphoto/2maWk0X_8KbkcmXr_F2qHg/o.jpg,$$,2.50000,44,47.87824,-122.16690,False,,,98208,
975,975,Starbucks,coffee,(425) 741-0298,https://s3-media4.fl.yelpcdn.com/bphoto/fmOxuw1QzlrNf37kzVPNtQ/o.jpg,$$,2.50000,51,47.84941,-122.25222,False,,,98037,
978,978,Starbucks,coffee,(425) 743-1127,https://s3-media3.fl.yelpcdn.com/bphoto/-o7cnzlPn5KxzXAzQXU5jw/o.jpg,$$$,4.50000,4,47.83991,-122.29869,False,,,98037,
980,980,McDonald's,coffee,(425) 486-8584,https://s3-media2.fl.yelpcdn.com/bphoto/Wprqz8BtBgqPb_U1xv03Vw/o.jpg,$,2.50000,49,47.79710,-122.21204,False,,,98021,
984,984,Mercurys Coffee Co.,coffee,(425) 285-9087,https://s3-media2.fl.yelpcdn.com/bphoto/8oVjH-03h89YFY7n9cqaEw/o.jpg,,3.50000,8,47.61543,-122.03729,False,,,98074,
986,986,On Your Way Latte,coffee,(425) 750-0768,https://s3-media2.fl.yelpcdn.com/bphoto/q85LGrCv-1vS3ALHSbmYSQ/o.jpg,$,3.50000,10,47.82114,-122.26442,False,,,98036,
991,991,Ebar,coffee,(425) 329-2110,https://s3-media2.fl.yelpcdn.com/bphoto/AlIQCr70XmdV_s7-4GOmIQ/o.jpg,$,3.50000,7,47.83033,-122.27432,False,,,98037,
992,992,Starbucks,coffee,(360) 779-6500,https://s3-media4.fl.yelpcdn.com/bphoto/D9w-ikq37v7AJyJ6xe0C-w/o.jpg,$,3.50000,7,47.73392,-122.63703,False,,,98370,
993,993,Starbucks,coffee,(425) 394-0196,https://s3-media2.fl.yelpcdn.com/bphoto/I6TXf94cMUtdSeLeCrfVSw/o.jpg,$$,2.00000,81,47.54738,-122.03919,False,,,98029,
995,995,Seattle's Best Coffee,coffee,(206) 243-4429,https://s3-media3.fl.yelpcdn.com/bphoto/viNgjqzcSThEdpP7K_lNCw/o.jpg,$,2.00000,83,47.44602,-122.29997,False,,,98158,
997,997,McDonald's,coffee,(253) 851-4993,https://s3-media1.fl.yelpcdn.com/bphoto/TRgDdrYsxGghDh4xBFTQLQ/o.jpg,$,2.50000,30,47.35919,-122.60570,False,,,98332,
1014,16,Maltby Cafe,coffee,(425) 483-3123,https://s3-media4.fl.yelpcdn.com/bphoto/OI1sB2WDsxiBG0Xautnv3w/o.jpg,$$,4.00000,700,47.80534,-122.11428,False,,,98296,
1019,21,85°C Bakery Cafe,coffee,(206) 244-1885,https://s3-media3.fl.yelpcdn.com/bphoto/cyb3WR8X1vAkvrxW4cRwrw/o.jpg,$,3.00000,579,47.46008,-122.25651,False,,,98188,
1023,26,Hi-Lo's 15th St. Cafe,coffee,(360) 373-7833,https://s3-media2.fl.yelpcdn.com/bphoto/SiNVIXhuNAjKqlNj36WRxw/o.jpg,$,4.50000,507,47.57484,-122.65421,False,,,98312,
1026,29,Sharetea,coffee,(425) 496-8195,https://s3-media4.fl.yelpcdn.com/bphoto/VLwpYhLnnI9SjKohQNAFuw/o.jpg,$,4.50000,461,47.49616,-122.19975,False,,,98057,
1032,41,Daddy's Donuts,coffee,(206) 496-3670,https://s3-media2.fl.yelpcdn.com/bphoto/5PerLgJLB5oxYZeDbM1oGA/o.jpg,$,5.00000,397,47.75804,-122.24616,False,,,98028,
1045,59,Spotted Cow Coffee Company,coffee,(425) 357-9464,https://s3-media3.fl.yelpcdn.com/bphoto/W6QuLpb_7wHMEXorPEMPpA/o.jpg,$,4.00000,317,47.86132,-122.22085,False,,,98012,
1054,68,Issaquah Coffee Company,coffee,(425) 677-7118,https://s3-media1.fl.yelpcdn.com/bphoto/eDc8dmGHZgX6xrycgb6Vyw/o.jpg,$,4.00000,292,47.53962,-122.04232,False,,,98027,
1059,73,Five Stones Coffee Company,coffee,(425) 242-0099,https://s3-media1.fl.yelpcdn.com/bphoto/owOjs_vd_3tDPo2wvSkTcA/o.jpg,$,4.50000,277,47.67583,-122.12471,False,,,98052,
1066,82,85°C Bakery Cafe,coffee,(425) 672-2885,https://s3-media3.fl.yelpcdn.com/bphoto/XZYiO7-W7TpdWZQEXfevAQ/o.jpg,$,3.50000,260,47.82907,-122.27785,False,,,98037,
1070,88,Tapioca Express,coffee,(425) 774-6764,https://s3-media2.fl.yelpcdn.com/bphoto/jDhWfs-o8lYH3X7HouNcxQ/o.jpg,$,3.00000,251,47.79684,-122.33354,False,,,98026,
1089,113,Mukilteo's Speedway Cafe,coffee,(425) 347-2000,https://s3-media2.fl.yelpcdn.com/bphoto/Ec07UH-axw1KmB9qp6Rl9g/o.jpg,$$,4.00000,202,47.89215,-122.28583,False,,,98204,
1092,117,J'aime Les Crêpes,coffee,(360) 297-5886,https://s3-media1.fl.yelpcdn.com/bphoto/qZRN2Pi75XKTsLCGYJPNfA/o.jpg,$,4.50000,190,47.79728,-122.49681,False,,,98346,
1111,146,J'aime Les Crepes,coffee,(206) 842-5276,https://s3-media2.fl.yelpcdn.com/bphoto/7y8HmNbnORTqA_ZtyrgcEQ/o.jpg,$,4.50000,161,47.62502,-122.51974,False,,,98110,
1114,151,Marine View Espresso,coffee,(206) 249-8543,https://s3-media1.fl.yelpcdn.com/bphoto/8YPgjAlnL64P3fOYdQY_Dw/o.jpg,$,4.00000,158,47.40561,-122.32436,False,,,98198,
1115,152,Rila Bakery & Cafe,coffee,(425) 967-6094,https://s3-media3.fl.yelpcdn.com/bphoto/JFU3vBXvGmBqUvyMRs96hQ/o.jpg,$,4.50000,158,47.82110,-122.33650,False,,,98036,
1118,156,Top Pot Doughnuts,coffee,(206) 728-1986,https://s3-media1.fl.yelpcdn.com/bphoto/SRKcxF53gdI1ZLqNQu7RtA/o.jpg,$,3.50000,155,47.49755,-122.20459,False,,,98057,
1121,161,Dutch Bros Coffee,coffee,(541) 955-4700,https://s3-media4.fl.yelpcdn.com/bphoto/uTmC4JL-jzZcXA0_JTVqqw/o.jpg,$,4.50000,154,47.47282,-122.21793,False,,,98057,
1130,178,Kelly Latte's,coffee,(253) 630-9051,https://s3-media3.fl.yelpcdn.com/bphoto/g3NKyygDtynfprwooBIAgQ/o.jpg,$,4.00000,141,47.38476,-122.16504,False,,,98042,
1131,179,Ristrettos Coffee & Wine,coffee,(425) 433-6455,https://s3-media4.fl.yelpcdn.com/bphoto/ay9C4Q_FVkNjVjfv-N-fHQ/o.jpg,$$,3.50000,140,47.35739,-122.05484,False,,,98038,
1144,199,Jake's Pickup,coffee,(206) 842-5595,https://s3-media2.fl.yelpcdn.com/bphoto/gUzBaWvA8RmN7JX2sSHVkA/o.jpg,$$,4.50000,126,47.63591,-122.51582,False,,,98110,
1147,205,Monica's Waterfront Bakery & Cafe,coffee,(360) 698-2991,https://s3-media1.fl.yelpcdn.com/bphoto/djC7syj3ciqwq2yc0hPRMQ/o.jpg,$,4.00000,122,47.64451,-122.69667,False,,,98383,
1148,207,The Grey House Café,coffee,(360) 876-5695,https://s3-media4.fl.yelpcdn.com/bphoto/BSI9JuG5CAeHTUQptQ-1aw/o.jpg,$$,4.00000,119,47.53110,-122.63108,False,,,98366,
1151,213,Dilettante Mocha Café - Kent,coffee,(253) 852-3555,https://s3-media3.fl.yelpcdn.com/bphoto/BTlwb1wxVn1vpF6fuDOG4A/o.jpg,$,3.50000,115,47.38503,-122.23499,False,,,98032,
1153,215,The Cottage,coffee,(425) 286-6332,https://s3-media2.fl.yelpcdn.com/bphoto/YWIn-Y1uQHFzJzqjScuUzA/o.jpg,$$,4.00000,114,47.76054,-122.20626,False,,,98011,
1158,220,Snoqualmie Ice Cream,coffee,(360) 668-8535,https://s3-media2.fl.yelpcdn.com/bphoto/uRPLHY5QU8sji02JufMmVQ/o.jpg,$,4.00000,111,47.80543,-122.11701,False,,,98296,
1160,222,Poulsbohemian Coffeehouse,coffee,(360) 779-9199,https://s3-media2.fl.yelpcdn.com/bphoto/GBF_H9zGZbilV2sv84HCpQ/o.jpg,$,4.50000,110,47.73544,-122.64841,False,,,98370,
1163,225,Kringles Bakery,coffee,(425) 558-3688,https://s3-media4.fl.yelpcdn.com/bphoto/cQ8DJ3_AxcECqgluYFkE-w/o.jpg,$,4.50000,110,47.67239,-122.11695,False,,,98052,
1164,226,River Trail Roasters,coffee,(425) 242-0379,https://s3-media4.fl.yelpcdn.com/bphoto/4wRGnFIO0u7p7TMXSDbwJg/o.jpg,$$,4.00000,110,47.67818,-122.13106,False,,,98052,
1167,230,Kona Cafe,coffee,(253) 859-5662,https://s3-media1.fl.yelpcdn.com/bphoto/lsu3ax1ZqBoouH1bPsHJig/o.jpg,$,4.00000,109,47.38116,-122.23713,False,,,98032,
1170,234,Big Foot Java,coffee,(425) 271-5946,https://s3-media1.fl.yelpcdn.com/bphoto/2ds1asf1gQu7pydGT9cyvQ/o.jpg,$,4.00000,107,47.48431,-122.19876,False,,,98057,
1172,236,Mel & Mia's Unique Pastries and Fine Coffees,coffee,(425) 361-7044,https://s3-media1.fl.yelpcdn.com/bphoto/kwglFzCwVSlRU2hvXQMrow/o.jpg,$,4.50000,107,47.83079,-122.33675,False,,,98026,
1173,237,Grand Pere Bakery,coffee,(425) 672-8818,https://s3-media2.fl.yelpcdn.com/bphoto/D-XRXrPpQQm9WV7KMvZ-iQ/o.jpg,$,4.50000,106,47.78031,-122.30818,False,,,98043,
1174,238,Fit Bar Superfood Cafe,coffee,(206) 371-4078,https://s3-media4.fl.yelpcdn.com/bphoto/3rGYAA_DRT3wOlYDSx08MQ/o.jpg,$,4.50000,106,47.47864,-122.20754,False,,,98057,
1180,248,Mercurys Coffee Co.,coffee,(425) 881-0959,https://s3-media3.fl.yelpcdn.com/bphoto/UK8CF6h66WKaaADAsIMC5g/o.jpg,$$,4.00000,102,47.66696,-122.10062,False,,,98052,
1185,257,Big Orange Bubble Tea,coffee,(206) 659-4363,https://s3-media2.fl.yelpcdn.com/bphoto/l_j5QJFpQ39eaZUmIvysXA/o.jpg,$,3.50000,100,47.45833,-122.25827,False,,,98188,
1186,258,Waterfront Coffee Company,coffee,(425) 670-1400,https://s3-media2.fl.yelpcdn.com/bphoto/FO8MfMHfUbhetc2Dc3vDiA/o.jpg,$,3.50000,100,47.81250,-122.38209,False,,,98020,
1193,267,Oasis Tea Zone,coffee,(425) 277-7832,https://s3-media3.fl.yelpcdn.com/bphoto/CkMU705wLHuSNen-MLg5BA/o.jpg,$,4.00000,96,47.46983,-122.21233,False,,,98057,
1203,278,Kitanda Espresso & Açaí,coffee,(425) 556-7999,https://s3-media4.fl.yelpcdn.com/bphoto/ia4h2aXC67ocqW663ihkvQ/o.jpg,$,3.50000,93,47.67073,-122.12218,False,,,98052,
1205,284,Peet's Coffee,coffee,(425) 968-6125,https://s3-media4.fl.yelpcdn.com/bphoto/Xp5quBsinuIIh-V47AvAUg/o.jpg,$$,4.00000,91,47.66699,-122.10265,False,,,98052,
1211,295,Social Grounds Coffee & Tea,coffee,(425) 419-4257,https://s3-media3.fl.yelpcdn.com/bphoto/R_IpOrrKA1z8y5ngmMZ7Rg/o.jpg,$,4.00000,89,47.76139,-122.20804,False,,,98011,
1227,321,Starbucks,coffee,(425) 394-0196,https://s3-media2.fl.yelpcdn.com/bphoto/I6TXf94cMUtdSeLeCrfVSw/o.jpg,$$,2.00000,81,47.54738,-122.03919,False,,,98029,
1231,327,Caffe Ladro,coffee,(425) 248-2050,https://s3-media2.fl.yelpcdn.com/bphoto/l5PQDmCjsNlL7ceuMzLlIA/o.jpg,$,3.50000,80,47.82097,-122.31892,False,,,98036,
1236,334,Double Wired Espresso,coffee,(425) 282-4502,https://s3-media3.fl.yelpcdn.com/bphoto/_ViAd2C5yJZ5Y8qLtoq47g/o.jpg,$,4.00000,78,47.44567,-122.19903,False,,,98055,
1243,341,Cutters Point Coffee,coffee,(253) 941-2174,https://s3-media2.fl.yelpcdn.com/bphoto/9n4vW_LIrUzb1c1_jRJddQ/o.jpg,$,4.00000,76,47.37493,-122.29994,False,,,98032,
1246,344,Great Harvest Bread,coffee,(206) 365-4778,https://s3-media1.fl.yelpcdn.com/bphoto/qhv5iCMGigTE94L6trL3dg/o.jpg,$,3.50000,76,47.75409,-122.27986,False,,,98155,
1264,365,Churchmouse Yarns & Teas,coffee,(206) 780-2686,https://s3-media4.fl.yelpcdn.com/bphoto/kFpeDqaREYF_neuqe15Fmg/o.jpg,$$,4.50000,71,47.62509,-122.51948,False,,,98110,
1266,368,Fuelrz Natural Muffins and Cafe,coffee,(360) 337-1313,https://s3-media2.fl.yelpcdn.com/bphoto/qqIqrlpmgeCkcJiI9A-7Iw/o.jpg,$$,4.50000,71,47.65496,-122.68753,False,,,98383,
1268,370,Tyler's Donut House,coffee,(425) 347-8305,https://s3-media3.fl.yelpcdn.com/bphoto/4o9fglPBJv97xsl057F7Eg/o.jpg,$,4.50000,70,47.89700,-122.25247,False,,,98204,
1274,377,Aloha Cafe,coffee,(425) 640-6569,https://s3-media2.fl.yelpcdn.com/bphoto/LNMbyRroLwSGNziS0NOrvw/o.jpg,$,4.00000,67,47.82104,-122.32544,False,,,98036,
1275,378,Luther's Table,coffee,(425) 970-3157,https://s3-media1.fl.yelpcdn.com/bphoto/JEQ9eb1STyoWx89aVn9cQQ/o.jpg,$$,4.00000,67,47.48100,-122.21096,False,,,98057,
1278,388,Caffe Ladro,coffee,(425) 670-1790,https://s3-media1.fl.yelpcdn.com/bphoto/yIG4YTdtKGeNBVm5Dbgsag/o.jpg,$,4.00000,64,47.80722,-122.34670,False,,,98026,
1279,389,Da Dessert,coffee,(425) 582-8699,https://s3-media1.fl.yelpcdn.com/bphoto/qUTKVSiJn-DmmRbqftzeBA/o.jpg,$,4.00000,64,47.83311,-122.27931,False,,,98037,
1281,394,Salted Grape Cafe,coffee,(425) 485-0077,https://s3-media3.fl.yelpcdn.com/bphoto/wNpIqXznlEHsaGdUqcI7gQ/o.jpg,$,4.50000,62,47.79556,-122.21036,False,,,98021,
1282,395,Caffe Vita,coffee,,https://s3-media1.fl.yelpcdn.com/bphoto/alx4Y2d8-izVv2cuxJ9_8w/o.jpg,$,4.50000,62,47.44469,-122.30331,False,,,98158,
1297,417,McDonald's,coffee,(425) 883-6075,https://s3-media4.fl.yelpcdn.com/bphoto/AGXDWEu9BfOKGkgWlU-vTQ/o.jpg,$,2.00000,57,47.67146,-122.11428,False,,,98052,
1300,423,McDonald's,coffee,(425) 290-5156,https://s3-media1.fl.yelpcdn.com/bphoto/jjUDzIVW3fGMmlp3gQ3CEw/o.jpg,$,1.50000,56,47.88140,-122.24138,False,,,98204,
